HCPC,ProcGRP,csc,atg,atg_priority,procgrp_intensity,hcpcs_intensity,imputed_rel_wgt,status_ind,procgrp_ver,release
"01430","0140",ANESTHESIA,ANESTHESIA,9,0,0.032,0,N,2016,2
"01432","0140",ANESTHESIA,ANESTHESIA,9,0,0.0617,0,N,2016,2
"0143T","2430",GEN SURG,SURG MAJOR,1,65.78585908,0,0,E,2016,2
"01440","0140",ANESTHESIA,ANESTHESIA,9,0,0.0961,0,N,2016,2
"01442","0140",ANESTHESIA,ANESTHESIA,9,0,0,0,C,2016,2
"01444","0140",ANESTHESIA,ANESTHESIA,9,0,0,0,C,2016,2
"0144T","0745",CT SCAN,IMAGE MAJOR,2,2.935428512,158970,1.5897,S,2016,2
"0145T","0745",CT SCAN,IMAGE MAJOR,2,2.935428512,427930,4.2793,S,2016,2
"01462","0155",ANESTHESIA,ANESTHESIA,9,0,0.0293,0,N,2016,2
"01464","0155",ANESTHESIA,ANESTHESIA,9,0,0.0699,0,N,2016,2
"0146T","0745",CT SCAN,IMAGE MAJOR,2,2.935428512,427930,4.2793,S,2016,2
"01470","0155",ANESTHESIA,ANESTHESIA,9,0,0.0347,0,N,2016,2
"01472","0155",ANESTHESIA,ANESTHESIA,9,0,0.0881,0,N,2016,2
"01474","0155",ANESTHESIA,ANESTHESIA,9,0,0.0489,0,N,2016,2
"0147T","0745",CT SCAN,IMAGE MAJOR,2,2.935428512,427930,4.2793,S,2016,2
"01480","0155",ANESTHESIA,ANESTHESIA,9,0,0.0598,0,N,2016,2
"01482","0155",ANESTHESIA,ANESTHESIA,9,0,0.063,0,N,2016,2
"01484","0155",ANESTHESIA,ANESTHESIA,9,0,0.0747,0,N,2016,2
"01486","0155",ANESTHESIA,ANESTHESIA,9,0,0,0,C,2016,2
"0148T","0745",CT SCAN,IMAGE MAJOR,2,2.935428512,427930,4.2793,S,2016,2
"01490","0155",ANESTHESIA,ANESTHESIA,9,0,0,0,N,2016,2
"0149T","0745",CT SCAN,IMAGE MAJOR,2,2.935428512,427930,4.2793,S,2016,2
"01500","0155",ANESTHESIA,ANESTHESIA,9,0,0.0948,0,N,2016,2
"01502","0155",ANESTHESIA,ANESTHESIA,9,0,0,0,C,2016,2
"0150T","0745",CT SCAN,IMAGE MAJOR,2,2.935428512,427930,4.2793,S,2016,2
"0151T","0745",CT SCAN,IMAGE MAJOR,2,2.935428512,158970,1.5897,S,2016,2
"01520","0155",ANESTHESIA,ANESTHESIA,9,0,0.0439,0,N,2016,2
"01522","0155",ANESTHESIA,ANESTHESIA,9,0,0,0,N,2016,2
"0152T","3985",DIAG RAD,ADDITIONAL,9,0.312699923,0,0,N,2016,2
"0153T","1350",CARDIOLOGY,ADDITIONAL,9,0,0,0,C,2016,2
"0154T","1345",CARDIOLOGY,INVAS MAJOR,1,33.6398425,102250,1.0225,X,2016,2
"0155T","2445",GEN SURG,SURG MAJOR,1,55.04152085,3800000,38,T,2016,2
"0156T","2445",GEN SURG,SURG MAJOR,1,55.04152085,3800000,38,T,2016,2
"0157T","2445",GEN SURG,SURG MAJOR,1,55.04152085,0,0,C,2016,2
"0158T","2445",GEN SURG,SURG MAJOR,1,55.04152085,0,0,C,2016,2
"0159T","3985",DIAG RAD,ADDITIONAL,9,0.312699923,0.0046,0,N,2016,2
"0160T","3330",NEUROLOGY,MEDIC DIAG,5,3.168011197,268310,2.6831,S,2016,2
"01610","0190",ANESTHESIA,ANESTHESIA,9,0,0.0414,0,N,2016,2
"0161T","3330",NEUROLOGY,MEDIC DIAG,5,3.168011197,268310,2.6831,S,2016,2
"01620","0190",ANESTHESIA,ANESTHESIA,9,0,0.0321,0,N,2016,2
"01622","0190",ANESTHESIA,ANESTHESIA,9,0,0.0857,0,N,2016,2
"0162T","0110",NEUROLOGY,MEDIC DIAG,5,1.229960025,183760,1.8376,S,2016,2
"01630","0190",ANESTHESIA,ANESTHESIA,9,0,0.0778,0,N,2016,2
"01632","0190",ANESTHESIA,ANESTHESIA,9,0,0,0,C,2016,2
"01634","0190",ANESTHESIA,ANESTHESIA,9,0,0,0,C,2016,2
"01636","0190",ANESTHESIA,ANESTHESIA,9,0,0,0,C,2016,2
"01638","0190",ANESTHESIA,ANESTHESIA,9,0,0.1424,0,C,2016,2
"0163T","1205",ORTHO,ADDITIONAL,9,14.82649542,0,0,C,2016,2
"0164T","1205",ORTHO,ADDITIONAL,9,14.82649542,6982470,69.8247,C,2016,2
"01650","0190",ANESTHESIA,ANESTHESIA,9,0,0.0718,0,N,2016,2
"01652","0190",ANESTHESIA,ANESTHESIA,9,0,0,0,C,2016,2
"01654","0190",ANESTHESIA,ANESTHESIA,9,0,0,0,C,2016,2
"01656","0190",ANESTHESIA,ANESTHESIA,9,0,0,0,C,2016,2
"0165T","1205",ORTHO,ADDITIONAL,9,14.82649542,0,0,C,2016,2
"0166T","3162",CDTHORACIC,INPATIENT,1,121.175907,0,0,C,2016,2
"01670","0190",ANESTHESIA,ANESTHESIA,9,0,0,0,N,2016,2
"0167T","3162",CDTHORACIC,INPATIENT,1,121.175907,0,0,C,2016,2
"01680","0190",ANESTHESIA,ANESTHESIA,9,0,0,0,N,2016,2
"01682","0190",ANESTHESIA,ANESTHESIA,9,0,0,0,N,2016,2
"0168T","2780",OTOLARYNG,SURG MINOR,3,2.408954046,300000,3,T,2016,2
"0169T","4410",NEUROSURGERY,SURG MAJOR,1,22.25304212,1555060,15.5506,C,2016,2
"0170T","3390",COLORECTAL,SURG MAJOR,1,34.2606852,3103980,31.0398,T,2016,2
"01710","0210",ANESTHESIA,ANESTHESIA,9,0,0.0289,0,N,2016,2
"01712","0210",ANESTHESIA,ANESTHESIA,9,0,0.0814,0,N,2016,2
"01714","0210",ANESTHESIA,ANESTHESIA,9,0,0,0,N,2016,2
"01716","0210",ANESTHESIA,ANESTHESIA,9,0,0.0917,0,N,2016,2
"0171T","4350",NEUROSURGERY,SURG MAJOR,1,56.52949477,14293000.33,142.93,J1,2016,2
"0172T","4355",ORTHO,ADDITIONAL,9,8.908909331,0,0,N,2016,2
"01730","0210",ANESTHESIA,ANESTHESIA,9,0,0.0243,0,N,2016,2
"01732","0210",ANESTHESIA,ANESTHESIA,9,0,0,0,N,2016,2
"0173T","3155",OPHTHAL,ADDITIONAL,9,0,0,0,N,2016,2
"01740","0210",ANESTHESIA,ANESTHESIA,9,0,0.0586,0,N,2016,2
"01742","0210",ANESTHESIA,ANESTHESIA,9,0,0,0,N,2016,2
"01744","0210",ANESTHESIA,ANESTHESIA,9,0,0,0,N,2016,2
"0174T","3980",DIAG RAD,RAD DIAG,5,0.318253375,0.0005,0,N,2016,2
"01756","0210",ANESTHESIA,ANESTHESIA,9,0,0,0,C,2016,2
"01758","0210",ANESTHESIA,ANESTHESIA,9,0,0,0,N,2016,2
"0175T","3980",DIAG RAD,RAD DIAG,5,0.318253375,0,0,N,2016,2
"01760","0210",ANESTHESIA,ANESTHESIA,9,0,0,0,N,2016,2
"0176T","0285",OPHTHAL,SURG MAJOR,1,36.47434048,4188400,41.884,T,2016,2
"01770","0210",ANESTHESIA,ANESTHESIA,9,0,0.0686,0,N,2016,2
"01772","0210",ANESTHESIA,ANESTHESIA,9,0,0,0,N,2016,2
"0177T","0285",OPHTHAL,SURG MAJOR,1,36.47434048,4188400,41.884,T,2016,2
"01780","0210",ANESTHESIA,ANESTHESIA,9,0,0,0,N,2016,2
"01782","0210",ANESTHESIA,ANESTHESIA,9,0,0,0,N,2016,2
"0178T","1250",CARDIOLOGY,MEDIC DIAG,5,2.951621491,0,0,B,2016,2
"0179T","1250",CARDIOLOGY,MEDIC DIAG,5,2.951621491,41000,0.41,Q1,2016,2
"0180T","1250",CARDIOLOGY,MEDIC DIAG,5,2.951621491,0,0,B,2016,2
"01810","0150",ANESTHESIA,ANESTHESIA,9,0,0.0341,0,N,2016,2
"0181T","2985",OPHTHAL,MEDIC THER,5,0.933346055,70930.0029,0.7093,S,2016,2
"01820","0150",ANESTHESIA,ANESTHESIA,9,0,0.043,0,N,2016,2
"01829","0150",ANESTHESIA,ANESTHESIA,9,0,0,0,N,2016,2
"0182T","0625",RAD THER,MEDIC THER,5,8.756406247,983750.5544,9.8375,S,2016,2
"01830","0150",ANESTHESIA,ANESTHESIA,9,0,0.058,0,N,2016,2
"01832","0150",ANESTHESIA,ANESTHESIA,9,0,0,0,N,2016,2
"0183T","4730",GEN SURG,RAD DIAG,5,1.240670684,100320.0052,1.0032,T,2016,2
"01840","0150",ANESTHESIA,ANESTHESIA,9,0,0.0596,0,N,2016,2
"01842","0150",ANESTHESIA,ANESTHESIA,9,0,0,0,N,2016,2
"01844","0150",ANESTHESIA,ANESTHESIA,9,0,0.0685,0,N,2016,2
"0184T","3390",COLORECTAL,SURG MAJOR,1,34.2606852,4901000.119,49.01,J1,2016,2
"01850","0150",ANESTHESIA,ANESTHESIA,9,0,0,0,N,2016,2
"01852","0150",ANESTHESIA,ANESTHESIA,9,0,0,0,N,2016,2
"0185T","3275",MISC,MEDIC THER,5,4.023708969,0,0,N,2016,2
"01860","0150",ANESTHESIA,ANESTHESIA,9,0,0.0352,0,N,2016,2
"0186T","2025",MISC,DRUG ADMIN,5,1.331300217,2022240,20.2224,T,2016,2
"0187T","2985",OPHTHAL,MEDIC THER,5,0.933346055,59450,0.5945,S,2016,2
"0188T","1105",MEDICINE,VISIT/CONS,4,9.029994586,0,0,M,2016,2
"0189T","1110",MEDICINE,ADDITIONAL,9,1.31E-05,0,0,M,2016,2
"01905","0185",ANESTHESIA,ANESTHESIA,9,0,0,0,N,2016,2
"0190T","3155",OPHTHAL,ADDITIONAL,9,0,0,0,N,2016,2
"01916","0185",ANESTHESIA,ANESTHESIA,9,0,0.0522,0,N,2016,2
"0191T","0285",OPHTHAL,SURG MAJOR,1,36.47434048,4585000.262,45.85,J1,2016,2
"01920","0185",ANESTHESIA,ANESTHESIA,9,0,0.0644,0,N,2016,2
"01922","0185",ANESTHESIA,ANESTHESIA,9,0,0.0698,0,N,2016,2
"01924","0185",ANESTHESIA,ANESTHESIA,9,0,0.0727,0,N,2016,2
"01925","0185",ANESTHESIA,ANESTHESIA,9,0,0.0805,0,N,2016,2
"01926","0185",ANESTHESIA,ANESTHESIA,9,0,0.1084,0,N,2016,2
"0192T","0285",OPHTHAL,SURG MAJOR,1,36.47434048,3233500.32,32.335,T,2016,2
"01930","0185",ANESTHESIA,ANESTHESIA,9,0,0.0557,0,N,2016,2
"01931","0185",ANESTHESIA,ANESTHESIA,9,0,0.1155,0,N,2016,2
"01932","0185",ANESTHESIA,ANESTHESIA,9,0,0,0,N,2016,2
"01933","0185",ANESTHESIA,ANESTHESIA,9,0,0,0,N,2016,2
"01935","0185",ANESTHESIA,ANESTHESIA,9,0,0.0429,0,N,2016,2
"01936","0185",ANESTHESIA,ANESTHESIA,9,0,0.0417,0,N,2016,2
"0193T","3540",UROLOGY,SURG MAJOR,1,42.13834456,2002430,20.0243,T,2016,2
"0194T","2210",LABS,LABS,6,0.212456384,0,0,A,2016,2
"01951","0160",ANESTHESIA,ANESTHESIA,9,0,0.0261,0,N,2016,2
"01952","0160",ANESTHESIA,ANESTHESIA,9,0,0,0,N,2016,2
"01953","0160",ANESTHESIA,ANESTHESIA,9,0,0,0,N,2016,2
"01958","0160",ANESTHESIA,ANESTHESIA,9,0,0,0,N,2016,2
"0195T","4360",ORTHO,SURG MAJOR,1,44.48346263,3184680,31.8468,C,2016,2
"01960","0180",ANESTHESIA,ANESTHESIA,9,0,0,0,N,2016,2
"01961","0145",ANESTHESIA,ANESTHESIA,9,0,0.1582,0,N,2016,2
"01962","0145",ANESTHESIA,ANESTHESIA,9,0,0,0,N,2016,2
"01963","0145",ANESTHESIA,ANESTHESIA,9,0,0,0,N,2016,2
"01964","0145",ANESTHESIA,ANESTHESIA,9,0,0,0,N,2016,2
"01965","0170",ANESTHESIA,ANESTHESIA,9,0,0.0385,0,N,2016,2
"01966","0170",ANESTHESIA,ANESTHESIA,9,0,0.102,0,N,2016,2
"01967","0180",ANESTHESIA,ANESTHESIA,9,0,0.2075,0,N,2016,2
"01968","0145",ANESTHESIA,ANESTHESIA,9,0,0.0531,0,N,2016,2
"01969","0145",ANESTHESIA,ANESTHESIA,9,0,0,0,N,2016,2
"0196T","4355",ORTHO,ADDITIONAL,9,8.908909331,0,0,C,2016,2
"0197T","4020",RAD THER,MEDIC THER,5,4.01405276,0.0289,0,N,2016,2
"0198T","2985",OPHTHAL,MEDIC THER,5,0.933346055,75000.0157,0.75,Q1,2016,2
"01990","0160",ANESTHESIA,ANESTHESIA,9,0,0.0678,0,C,2016,2
"01991","0160",ANESTHESIA,ANESTHESIA,9,0,0.0306,0,N,2016,2
"01992","0160",ANESTHESIA,ANESTHESIA,9,0,0.0408,0,N,2016,2
"01995","0160",ANESTHESIA,ANESTHESIA,9,0,0,0,N,2016,2
"01996","0160",ANESTHESIA,ANESTHESIA,9,0,0.0195,0,N,2016,2
"01999","0160",ANESTHESIA,ANESTHESIA,9,0,0.045,0,N,2016,2
"0199T","3330",NEUROLOGY,MEDIC DIAG,5,3.168011197,69210,0.6921,S,2016,2
"0200T","4360",ORTHO,SURG MAJOR,1,44.48346263,3249000.577,32.49,T,2016,2
"0201T","4360",ORTHO,SURG MAJOR,1,44.48346263,3249000.854,32.49,T,2016,2
"0202T","1200",ORTHO,SURG MAJOR,1,134.1228353,213050,2.1305,C,2016,2
"0203T","4295",PULMONARY,MEDIC THER,5,10.82258705,240430,2.4043,S,2016,2
"0204T","4295",PULMONARY,MEDIC THER,5,10.82258705,240430,2.4043,S,2016,2
"0205T","0790",CARDIOLOGY,GUIDANCE,9,0,0,0,N,2016,2
"0206T","3275",MISC,MEDIC THER,5,4.023708969,75000.0575,0.75,Q1,2016,2
"0207T","2985",OPHTHAL,MEDIC THER,5,0.933346055,123000.017,1.23,Q1,2016,2
"0208T","0415",OTOLARYNG,MEDIC DIAG,5,1.396025528,41000.0081,0.41,Q1,2016,2
"0209T","0415",OTOLARYNG,MEDIC DIAG,5,1.396025528,41000.006,0.41,Q1,2016,2
"0210T","0415",OTOLARYNG,MEDIC DIAG,5,1.396025528,41000.002,0.41,Q1,2016,2
"0211T","0415",OTOLARYNG,MEDIC DIAG,5,1.396025528,41000.003,0.41,Q1,2016,2
"0212T","0415",OTOLARYNG,MEDIC DIAG,5,1.396025528,175000.0137,1.75,Q1,2016,2
"0213T","2070",PAIN MGMT,INVAS MINOR,3,11.14998119,1115000.065,11.15,T,2016,2
"0214T","2075",PAIN MGMT,ADDITIONAL,9,0,0.0319,0,N,2016,2
"0215T","2075",PAIN MGMT,ADDITIONAL,9,0,0.0324,0,N,2016,2
"0216T","2070",PAIN MGMT,INVAS MINOR,3,11.14998119,1115000.056,11.15,T,2016,2
"0217T","2075",PAIN MGMT,ADDITIONAL,9,0,0.0283,0,N,2016,2
"0218T","2075",PAIN MGMT,ADDITIONAL,9,0,0.0292,0,N,2016,2
"0219T","3835",ORTHO,SURG MAJOR,1,10.83,0,0,C,2016,2
"0220T","3835",ORTHO,SURG MAJOR,1,10.83,0,0,C,2016,2
"0221T","3835",ORTHO,SURG MAJOR,1,10.83,3249000,32.49,T,2016,2
"0222T","3830",ORTHO,ADDITIONAL,9,0,0,0,N,2016,2
"0223T","3240",CARDIOLOGY,MEDIC THER,5,2.065093416,105790,1.0579,Q1,2016,2
"0224T","3240",CARDIOLOGY,MEDIC THER,5,2.065093416,47390,0.4739,Q1,2016,2
"0225T","3240",CARDIOLOGY,MEDIC THER,5,2.065093416,47390,0.4739,Q1,2016,2
"0226T","0275",COLORECTAL,INVAS MINOR,3,2.02554473,506340.0415,5.0634,X,2016,2
"0227T","0275",COLORECTAL,INVAS MINOR,3,2.02554473,470560.055,4.7056,T,2016,2
"0228T","2040",PAIN MGMT,INVAS MINOR,3,7.617633627,793000.0535,7.93,T,2016,2
"0229T","2045",PAIN MGMT,ADDITIONAL,9,1.20E-05,0,0,N,2016,2
"0230T","2040",PAIN MGMT,INVAS MINOR,3,7.617633627,1115000.061,11.15,T,2016,2
"0231T","2045",PAIN MGMT,ADDITIONAL,9,1.20E-05,0.0275,0,N,2016,2
"0232T","4620",HEMONC,MEDIC THER,5,4.715710697,123000.0128,1.23,Q1,2016,2
"0233T","4760",MISC,MEDIC THER,5,58.09693999,0,0,A,2016,2
"0234T","3410",CDTHORACIC,SURG MAJOR,1,36.31116887,12943000,129.43,J1,2016,2
"0235T","3410",CDTHORACIC,SURG MAJOR,1,36.31116887,0,0,C,2016,2
"0236T","3410",CDTHORACIC,SURG MAJOR,1,36.31116887,12943000,129.43,J1,2016,2
"0237T","3410",CDTHORACIC,SURG MAJOR,1,36.31116887,12943000,129.43,J1,2016,2
"0238T","3410",CDTHORACIC,SURG MAJOR,1,36.31116887,19819000.13,198.19,J1,2016,2
"0239T","3545",CARDIOLOGY,MEDIC DIAG,5,1.229996865,96570.0323,0.9657,S,2016,2
"0240T","1430",GASTRO,MEDIC THER,5,5.088576708,443200.0545,4.432,S,2016,2
"0241T","1435",GASTRO,MEDIC THER,5,5.333022181,0,0,N,2016,2
"0242T","1660",GASTRO,MEDIC DIAG,5,8.303030833,3541890.345,35.4189,X,2016,2
"0243T","3960",PULMONARY,MEDIC DIAG,5,2.179216987,221950,2.2195,Q1,2016,2
"0244T","3960",PULMONARY,MEDIC DIAG,5,2.179216987,319340,3.1934,S,2016,2
"0245T","4655",EM,SURG MINOR,3,3.794798507,2768870,27.6887,T,2016,2
"0246T","4655",EM,SURG MINOR,3,3.794798507,2768870,27.6887,T,2016,2
"0247T","4655",EM,SURG MINOR,3,3.794798507,2768870,27.6887,T,2016,2
"0248T","4655",EM,SURG MINOR,3,3.794798507,2768870,27.6887,T,2016,2
"0249T","1165",COLORECTAL,SURG MINOR,3,14.41001519,3155000.032,31.55,T,2016,2
"0250T","0675",PULMONARY,ADDITIONAL,9,0.01676526,2889570,28.8957,T,2016,2
"0251T","0670",PULMONARY,INVAS MINOR,3,17.70743749,1046290,10.4629,T,2016,2
"0252T","0675",PULMONARY,ADDITIONAL,9,0.01676526,1046290,10.4629,T,2016,2
"0253T","0285",OPHTHAL,SURG MAJOR,1,36.47434048,4585000,45.85,J1,2016,2
"0254T","4120",VASCULAR,INPATIENT,1,49.65932805,0,0,C,2016,2
"0255T","3380",DIAG RAD,GUIDANCE,9,5.820151537,0,0,C,2016,2
"0256T","4175",CDTHORACIC,INPATIENT,1,69.04565341,0,0,C,2016,2
"0257T","4175",CDTHORACIC,INPATIENT,1,69.04565341,0,0,C,2016,2
"0258T","3162",CDTHORACIC,INPATIENT,1,121.175907,0,0,C,2016,2
"0259T","3162",CDTHORACIC,INPATIENT,1,121.175907,0,0,C,2016,2
"0260T","4760",MISC,MEDIC THER,5,58.09693999,0,0,N,2016,2
"0261T","4760",MISC,MEDIC THER,5,58.09693999,0,0,N,2016,2
"0262T","3162",CDTHORACIC,INPATIENT,1,121.175907,19000670,190.0067,C,2016,2
"0263T","3240",CARDIOLOGY,MEDIC THER,5,2.065093416,4089000,40.89,S,2016,2
"0264T","3240",CARDIOLOGY,MEDIC THER,5,2.065093416,4089000,40.89,S,2016,2
"0265T","3240",CARDIOLOGY,MEDIC THER,5,2.065093416,4089000,40.89,S,2016,2
"0266T","4830",VASCULAR,SURG MAJOR,1,28.58046086,0,0,C,2016,2
"0267T","4830",VASCULAR,SURG MAJOR,1,28.58046086,2968000,29.68,T,2016,2
"0268T","4830",VASCULAR,SURG MAJOR,1,28.58046086,23546000,235.46,J1,2016,2
"0269T","4830",VASCULAR,SURG MAJOR,1,28.58046086,4607000,46.07,Q2,2016,2
"0270T","4830",VASCULAR,SURG MAJOR,1,28.58046086,2968000,29.68,Q2,2016,2
"0271T","4830",VASCULAR,SURG MAJOR,1,28.58046086,2968000,29.68,Q2,2016,2
"0272T","1840",CARDIOLOGY,MEDIC DIAG,5,0.486596234,175000,1.75,S,2016,2
"0273T","1840",CARDIOLOGY,MEDIC DIAG,5,0.486596234,175000,1.75,S,2016,2
"0274T","2360",NEUROSURGERY,SURG MAJOR,1,67.08829394,6740000,67.4,J1,2016,2
"0275T","2360",NEUROSURGERY,SURG MAJOR,1,67.08829394,6740000.248,67.4,J1,2016,2
"0276T","3515",OTOLARYNG,SURG MINOR,3,13.15606133,2889570,28.8957,T,2016,2
"0277T","3515",OTOLARYNG,SURG MINOR,3,13.15606133,2889570,28.8957,T,2016,2
"0278T","2900",MEDICINE,SURG MINOR,3,0.613143239,175000.0306,1.75,Q1,2016,2
"0279T","2280",LABS,LABS,6,0.22253875,898270,8.9827,X,2016,2
"0280T","2280",LABS,LABS,6,0.22253875,101280,1.0128,X,2016,2
"0281T","3240",CARDIOLOGY,MEDIC THER,5,2.065093416,0,0,C,2016,2
"0282T","2890",PAIN MGMT,SURG MAJOR,1,114.8769394,7113000,71.13,J1,2016,2
"0283T","2890",PAIN MGMT,SURG MAJOR,1,114.8769394,36254000,362.54,J1,2016,2
"0284T","2890",PAIN MGMT,SURG MAJOR,1,114.8769394,2968000,29.68,Q2,2016,2
"0285T","0110",NEUROLOGY,MEDIC DIAG,5,1.229960025,1161000,11.61,S,2016,2
"0286T","3240",CARDIOLOGY,MEDIC THER,5,2.065093416,0,0,N,2016,2
"0287T","3240",CARDIOLOGY,MEDIC THER,5,2.065093416,0,0,N,2016,2
"0288T","0275",COLORECTAL,INVAS MINOR,3,2.02554473,3155000,31.55,T,2016,2
"0289T","1080",OPHTHAL,SURG MINOR,3,3.733788732,0.1126,0,N,2016,2
"0290T","1080",OPHTHAL,SURG MINOR,3,3.733788732,0.1117,0,N,2016,2
"0291T","3380",DIAG RAD,GUIDANCE,9,5.820151537,0,0,N,2016,2
"0292T","3380",DIAG RAD,GUIDANCE,9,5.820151537,0,0,N,2016,2
"0293T","3410",CDTHORACIC,SURG MAJOR,1,36.31116887,0,0,C,2016,2
"0294T","2135",CARDIOLOGY,SURG MAJOR,1,355.0501872,0,0,C,2016,2
"0295T","1775",CARDIOLOGY,MEDIC DIAG,5,1.640748807,822640.0662,8.2264,M,2016,2
"0296T","1775",CARDIOLOGY,MEDIC DIAG,5,1.640748807,123000.0061,1.23,Q1,2016,2
"0297T","1775",CARDIOLOGY,MEDIC DIAG,5,1.640748807,123000.0703,1.23,Q1,2016,2
"0298T","1775",CARDIOLOGY,MEDIC DIAG,5,1.640748807,145220.0075,1.4522,M,2016,2
"0299T","3640",PHYS THER,MEDIC THER,5,1.226417865,305000,3.05,T,2016,2
"0300T","3645",PHYS THER,ADDITIONAL,9,0,0,0,N,2016,2
"0301T","0655",GEN SURG,SURG MAJOR,1,29.20585766,2967000,29.67,T,2016,2
"0302T","3410",CDTHORACIC,SURG MAJOR,1,36.31116887,12578000,125.78,J1,2016,2
"0303T","3410",CDTHORACIC,SURG MAJOR,1,36.31116887,9083000,90.83,J1,2016,2
"0304T","3410",CDTHORACIC,SURG MAJOR,1,36.31116887,9083000,90.83,J1,2016,2
"0305T","1840",CARDIOLOGY,MEDIC DIAG,5,0.486596234,45000,0.45,Q1,2016,2
"0306T","1840",CARDIOLOGY,MEDIC DIAG,5,0.486596234,45000,0.45,Q1,2016,2
"0307T","3410",CDTHORACIC,SURG MAJOR,1,36.31116887,3376000,33.76,Q2,2016,2
"0308T","3455",OPHTHAL,SURG MAJOR,1,21.32770125,23805000,238.05,J1,2016,2
"0309T","4360",ORTHO,SURG MAJOR,1,44.48346263,0,0,C,2016,2
"0310T","3330",NEUROLOGY,MEDIC DIAG,5,3.168011197,175000,1.75,S,2016,2
"0311T","3545",CARDIOLOGY,MEDIC DIAG,5,1.229996865,105790.009,1.0579,Q1,2016,2
"0312T","2445",GEN SURG,SURG MAJOR,1,55.04152085,36254000,362.54,J1,2016,2
"0313T","2445",GEN SURG,SURG MAJOR,1,55.04152085,2968000,29.68,T,2016,2
"0314T","2445",GEN SURG,SURG MAJOR,1,55.04152085,2968000,29.68,Q2,2016,2
"0315T","2445",GEN SURG,SURG MAJOR,1,55.04152085,2968000,29.68,Q2,2016,2
"0316T","2445",GEN SURG,SURG MAJOR,1,55.04152085,36254000,362.54,J1,2016,2
"0317T","0110",NEUROLOGY,MEDIC DIAG,5,1.229960025,45000,0.45,Q1,2016,2
"0318T","4175",CDTHORACIC,INPATIENT,1,69.04565341,0,0,C,2016,2
"0319T","2137",CARDIOLOGY,SURG MAJOR,1,327.0743995,34426160,344.2616,T,2016,2
"0320T","2137",CARDIOLOGY,SURG MAJOR,1,327.0743995,6332530,63.3253,T,2016,2
"0321T","2137",CARDIOLOGY,SURG MAJOR,1,327.0743995,34426160,344.2616,T,2016,2
"0322T","2137",CARDIOLOGY,SURG MAJOR,1,327.0743995,3189260,31.8926,Q2,2016,2
"0323T","2137",CARDIOLOGY,SURG MAJOR,1,327.0743995,34426160,344.2616,Q2,2016,2
"0324T","2137",CARDIOLOGY,SURG MAJOR,1,327.0743995,3189260,31.8926,Q2,2016,2
"0325T","2137",CARDIOLOGY,SURG MAJOR,1,327.0743995,3189260,31.8926,T,2016,2
"0326T","1345",CARDIOLOGY,INVAS MAJOR,1,33.6398425,0.1104,0,N,2016,2
"0327T","1840",CARDIOLOGY,MEDIC DIAG,5,0.486596234,124450.0134,1.2445,S,2016,2
"0328T","1840",CARDIOLOGY,MEDIC DIAG,5,0.486596234,163370,1.6337,S,2016,2
"0329T","2985",OPHTHAL,MEDIC THER,5,0.933346055,0,0,E,2016,2
"0330T","2695",OPHTHAL,MEDIC THER,5,0.706050358,41000.005,0.41,Q1,2016,2
"0331T","1810",DIAG RAD,IMAGE MAJOR,2,1.601458563,1503000,15.03,S,2016,2
"0332T","4205",SPECT,IMAGE MAJOR,2,15.01887777,1503000,15.03,S,2016,2
"0333T","3330",NEUROLOGY,MEDIC DIAG,5,3.168011197,91090.0076,0.9109,E,2016,2
"0334T","4360",ORTHO,SURG MAJOR,1,44.48346263,8953880.265,89.5388,T,2016,2
"0335T","1620",PODIATRY,SURG MAJOR,1,26.19176291,3249000,32.49,T,2016,2
"0336T","2425",OB/GYN,SURG MAJOR,1,65.67637445,9306000,93.06,J1,2016,2
"0337T","2425",OB/GYN,SURG MAJOR,1,65.67637445,75000.015,0.75,Q1,2016,2
"0338T","0250",CARDIOLOGY,RAD DIAG,5,0.005208411,6228000,62.28,J1,2016,2
"0339T","0250",CARDIOLOGY,RAD DIAG,5,0.005208411,6228000,62.28,J1,2016,2
"0340T","3410",CDTHORACIC,SURG MAJOR,1,36.31116887,5585000,55.85,T,2016,2
"0341T","3225",NEUROLOGY,MEDIC DIAG,5,5.535879612,0,0,N,2016,2
"0342T","4470",PATHOLOGY,MEDIC THER,5,16.24105051,4089000,40.89,S,2016,2
"0343T","2710",CDTHORACIC,INPATIENT,1,103.1082611,0,0,C,2016,2
"0344T","2710",CDTHORACIC,INPATIENT,1,103.1082611,0,0,C,2016,2
"0345T","2710",CDTHORACIC,INPATIENT,1,103.1082611,0,0,C,2016,2
"0346T","4731",GEN SURG,ADDITIONAL,9,0,0,0,N,2016,2
"0347T","3980",DIAG RAD,RAD DIAG,5,0.318253375,75000,0.75,Q1,2016,2
"0348T","4970",DIAG RAD,RAD DIAG,5,1.328994941,136000,1.36,Q1,2016,2
"0349T","4975",DIAG RAD,RAD DIAG,5,0.848318956,136000,1.36,Q1,2016,2
"0350T","4945",DIAG RAD,RAD DIAG,5,0.872902287,82000,0.82,Q1,2016,2
"0351T","4040",DIAG RAD,GUIDANCE,9,0.972,0,0,N,2016,2
"0352T","4040",DIAG RAD,GUIDANCE,9,0.972,0,0,B,2016,2
"0353T","4040",DIAG RAD,GUIDANCE,9,0.972,0,0,N,2016,2
"0354T","4040",DIAG RAD,GUIDANCE,9,0.972,0,0,B,2016,2
