"ProcedureName","ProcedureGroup","atg","acg","hcpcs","cpttitle"
"Anesthesia - knee","0140","ANESTHESIA","ANESTHESIA","01380","ANESTHESIA CLOSED PROCEDURES KNEE JOINT"
"Anesthesia - knee","0140","ANESTHESIA","ANESTHESIA","01382","ANESTH DIAGNOSTIC ARTHROSCOPIC PROC KNEE JOINT"
"Anesthesia - knee","0140","ANESTHESIA","ANESTHESIA","01390","ANES CLOSED PROC UPPER END TIBIA FIBULA/PATELLA"
"Anesthesia - knee","0140","ANESTHESIA","ANESTHESIA","01392","ANES OPEN PROC UPPER ENDS TIBIA FIBULA&/PATELLA"
"Anesthesia - knee","0140","ANESTHESIA","ANESTHESIA","01400","ANES OPEN/SURG ARTHROSCOPIC PROC KNEE JOINT NOS"
"Anesthesia - knee","0140","ANESTHESIA","ANESTHESIA","01402","ANESTH OPEN/SURG ARTHRS TOTAL KNEE ARTHROPLASTY"
"Anesthesia - knee","0140","ANESTHESIA","ANESTHESIA","01404","ANESTH OPEN/SURG ARTHRS KNEE DISARTICULATION"
"Anesthesia - knee","0140","ANESTHESIA","ANESTHESIA","01420","ANES CAST APPLICATION REMOVAL/REPAIR KNEE JOINT"
"Anesthesia - knee","0140","ANESTHESIA","ANESTHESIA","01430","ANESTHESIA VEINS KNEE & POPLITEAL AREA NOS"
"Anesthesia - knee","0140","ANESTHESIA","ANESTHESIA","01432","ANES KNEE & POPLITEAL ARTERY VEIN FISTULA NOS"
"Anesthesia - knee","0140","ANESTHESIA","ANESTHESIA","01440","ANES ARTERIES OF KNEE & POPLITEAL AREA NOS"
"Anesthesia - knee","0140","ANESTHESIA","ANESTHESIA","01442","ANES ART KNEE POPLITEAL TEAEC W/WO PATCH GRAFT"
"Anesthesia - knee","0140","ANESTHESIA","ANESTHESIA","01444","ANES ART KNEE POPLITEAL EXC&GRF/RPR OCCLS/ARYS"
"Anesthesia - lower abdomen","0145","ANESTHESIA","ANESTHESIA","00800","ANESTHESIA LOWER ANTERIOR ABDOMINAL WALL NOS"
"Anesthesia - lower abdomen","0145","ANESTHESIA","ANESTHESIA","00802","ANES LOWER ANT ABDOMINAL WALL PANNICULECTOMY"
"Anesthesia - lower abdomen","0145","ANESTHESIA","ANESTHESIA","00810","ANES LOWER INTESTINE ENDOSCOPY DISTAL DUODENUM"
"Anesthesia - lower abdomen","0145","ANESTHESIA","ANESTHESIA","00820","ANESTHESIA LOWER POSTERIOR ABDOMINAL WALL"
"Anesthesia - lower abdomen","0145","ANESTHESIA","ANESTHESIA","00830","ANESTHESIA HERNIA REPAIR LOWER ABDOMEN NOS"
"Anesthesia - lower abdomen","0145","ANESTHESIA","ANESTHESIA","00832","ANES LWR ABD VENTRAL & INCISIONAL HERNIA REPAIR"
"Anesthesia - lower abdomen","0145","ANESTHESIA","ANESTHESIA","00834","ANES HERNIA REPAIR LOWER ABDOMEN NOS & 1YR AGE"
"Anesthesia - lower abdomen","0145","ANESTHESIA","ANESTHESIA","00836","ANES HRNA RPR LWR ABD NOS INFTS <37WK BRTH/50WK"
"Anesthesia - lower abdomen","0145","ANESTHESIA","ANESTHESIA","00840","ANESTHESIA INTRAPERITONEAL LOWER ABD W/LAPS NOS"
"Anesthesia - lower abdomen","0145","ANESTHESIA","ANESTHESIA","00842","ANES IPER LOWER ABDOMEN W/LAPS AMNIOCENTESIS"
"Anesthesia - lower abdomen","0145","ANESTHESIA","ANESTHESIA","00844","ANES IPER LOWER ABD W/LAPS ABDOMINOPRNL RESCJ"
"Anesthesia - lower abdomen","0145","ANESTHESIA","ANESTHESIA","00846","ANES IPER LOWER ABD W/LAPS RAD HYSTERECTOMY"
"Anesthesia - lower abdomen","0145","ANESTHESIA","ANESTHESIA","00848","ANES IPER LOWER ABD W/LAPS PELVIC EXENTERATION"
"Anesthesia - lower abdomen","0145","ANESTHESIA","ANESTHESIA","00860","ANES EXTRAPERITONEAL LWR ABD W/URINARY TRACT NOS"
"Anesthesia - lower abdomen","0145","ANESTHESIA","ANESTHESIA","00862","ANES XTRPRTL LOWER ABD UR TRACT RENAL DON NFRCT"
"Anesthesia - lower abdomen","0145","ANESTHESIA","ANESTHESIA","00864","ANES XTRPRTL LWER ABD W/URINARY TRACT TOT CYSTEC"
"Anesthesia - lower abdomen","0145","ANESTHESIA","ANESTHESIA","00865","ANES XTRPRTL LWR ABD W/URINARY TRACT RAD PRSTECT"
"Anesthesia - lower abdomen","0145","ANESTHESIA","ANESTHESIA","00866","ANES XTRPRTL LOWER ABD W/URIN TRACT ADRENLECTOMY"
"Anesthesia - lower abdomen","0145","ANESTHESIA","ANESTHESIA","00868","ANES XTRPRTL LWR ABD W/URIN TRACT RENAL TRANSPL"
"Anesthesia - lower abdomen","0145","ANESTHESIA","ANESTHESIA","00870","ANES XTRPRTL LWR ABD W/URIN TRACT CSTOLITHOTOMY"
"Anesthesia - lower abdomen","0145","ANESTHESIA","ANESTHESIA","00872","ANES LITHOTRP XTRCORP SHOCK WAVE W/WATER BATH"
"Anesthesia - lower abdomen","0145","ANESTHESIA","ANESTHESIA","00873","ANES LITHOTRP XTRCORP SHOCK WAVE W/O WATER BATH"
"Anesthesia - lower abdomen","0145","ANESTHESIA","ANESTHESIA","00880","ANESTHESIA MAJOR LOWER ABDOMINAL VESSELS NOS"
"Anesthesia - lower abdomen","0145","ANESTHESIA","ANESTHESIA","00882","ANES MAJOR LOWER ABDOMINAL VESSELS IVC LIGATION"
"Anesthesia - lower abdomen","0145","ANESTHESIA","ANESTHESIA","01961","ANESTHESIA CESAREAN DELIVERY ONLY"
"Anesthesia - lower abdomen","0145","ANESTHESIA","ANESTHESIA","01962","ANES URGENT HYSTERECTOMY FOLLOWING DELIVERY"
"Anesthesia - lower abdomen","0145","ANESTHESIA","ANESTHESIA","01963","ANESTHESIA C HYST W/O ANY LABOR ANALG/ANES CARE"
"Anesthesia - lower abdomen","0145","ANESTHESIA","ANESTHESIA","01964","ANESTHESIA FOR ABORTION PROC"
"Anesthesia - lower abdomen","0145","ANESTHESIA","ANESTHESIA","01968","ANES CESARN DLVR FLWG NEURAXIAL LABOR ANALG/ANES"
"Anesthesia - lower abdomen","0145","ANESTHESIA","ANESTHESIA","01969","ANES CESARN HYST FLWG NEURAXIAL LABOR ANALG/ANES"
"Anesthesia - lower arm","0150","ANESTHESIA","ANESTHESIA","01810","ANES NERVE MUSCLE TDN FASCIA&BURSA FOREARM WRIST"
"Anesthesia - lower arm","0150","ANESTHESIA","ANESTHESIA","01820","ANES RADIUS ULNA WRIST/HAND BONES CLOSED PX"
"Anesthesia - lower arm","0150","ANESTHESIA","ANESTHESIA","01829","ANESTHESIA DIAGNOSTIC ARTHROSCOPIC PROC WRIST"
"Anesthesia - lower arm","0150","ANESTHESIA","ANESTHESIA","01830","ANES ARTHRS/ENDSCPY DSTL RADIUS ULNA/WRIST/HAND"
"Anesthesia - lower arm","0150","ANESTHESIA","ANESTHESIA","01832","ANESTHESIA ARTHRS/ENDOSCPIC TOTAL WRIST REPLCMT"
"Anesthesia - lower arm","0150","ANESTHESIA","ANESTHESIA","01840","ANESTHESIA ARTERIES FOREARM WRIST & HAND NOS"
"Anesthesia - lower arm","0150","ANESTHESIA","ANESTHESIA","01842","ANES ARTERIES FOREARM WRIST & HAND EMBOLECTOMY"
"Anesthesia - lower arm","0150","ANESTHESIA","ANESTHESIA","01844","ANESTHESIA VASCULAR SHUNT/SHUNT REVISION"
"Anesthesia - lower arm","0150","ANESTHESIA","ANESTHESIA","01850","ANESTHESIA VEINS FOREARM WRIST & HAND NOS"
"Anesthesia - lower arm","0150","ANESTHESIA","ANESTHESIA","01852","ANES VEINS FOREARM WRIST & HAND PHLEBORRHAPHY"
"Anesthesia - lower arm","0150","ANESTHESIA","ANESTHESIA","01860","ANES FOREARM WRIST/HAND CAST APPL RMVL/REPAIR"
"Anesthesia - lower leg","0155","ANESTHESIA","ANESTHESIA","01462","ANESTHESIA CLOSED PROC LOWER LEG ANKLE & FOOT"
"Anesthesia - lower leg","0155","ANESTHESIA","ANESTHESIA","01464","ANESTHESIA ARTHROSCOPIC PROCEDURE ANKLE & FOOT"
"Anesthesia - lower leg","0155","ANESTHESIA","ANESTHESIA","01470","ANES NRV/MUS/TND/FASC LOWER LEG/ANKLE/FOOT NOS"
"Anesthesia - lower leg","0155","ANESTHESIA","ANESTHESIA","01472","ANES RPR RUPTURED ACHILLES TENDON W/WO GRAFT"
"Anesthesia - lower leg","0155","ANESTHESIA","ANESTHESIA","01474","ANESTHESIA GASTROCNEMIUS RECESSION"
"Anesthesia - lower leg","0155","ANESTHESIA","ANESTHESIA","01480","ANES OPEN PROC BONES LOWER LEG/ANKLE/FOOT NOS"
"Anesthesia - lower leg","0155","ANESTHESIA","ANESTHESIA","01482","ANES RADICAL RESECJ INCL BELOW KNEE AMPUTATION"
"Anesthesia - lower leg","0155","ANESTHESIA","ANESTHESIA","01484","ANES OPEN OSTEOTOMY/OSTEOPLASTY TIBIA&/FIBULA"
"Anesthesia - lower leg","0155","ANESTHESIA","ANESTHESIA","01486","ANESTHESIA OPEN TOTAL ANKLE REPLACEMENT"
"Anesthesia - lower leg","0155","ANESTHESIA","ANESTHESIA","01490","ANES LOWER LEG CAST APPLICATION REMOVAL/REPAIR"
"Anesthesia - lower leg","0155","ANESTHESIA","ANESTHESIA","01500","ANESTHESIA ARTERIES LOWER LEG W/BYPASS GRAFT NOS"
"Anesthesia - lower leg","0155","ANESTHESIA","ANESTHESIA","01502","ANES ART LOWER LEG W/BYP GRAFT EMBLC DIR/W/CATH"
"Anesthesia - lower leg","0155","ANESTHESIA","ANESTHESIA","01520","ANESTHESIA VEINS OF LOWER LEG NOS"
"Anesthesia - lower leg","0155","ANESTHESIA","ANESTHESIA","01522","ANES VEINS LOWER LEG VENOUS THRMBC DIR/W/CATH"
"Anesthesia - misc","0160","ANESTHESIA","ANESTHESIA","01951","ANES 2/3 DGR BRN EXC/DBRDMT W/WO GRFT 4 % TBSA"
"Anesthesia - misc","0160","ANESTHESIA","ANESTHESIA","01952","ANES 2/3 DGR BRN EXC/DBRDMT W/WO GRFT 4-9 % TBSA"
"Anesthesia - misc","0160","ANESTHESIA","ANESTHESIA","01953","ANES 2/3 DGR BRN EXC/DBRDMT W/WO GRF EA 9% TBS"
"Anesthesia - misc","0160","ANESTHESIA","ANESTHESIA","01958","ANESTHESIA EXTERNAL CEPHALIC VERSION"
"Anesthesia - misc","0160","ANESTHESIA","ANESTHESIA","01990","PHYSIOL SUPPORT HARVEST ORGAN FROM BRAIN-DEAD PT"
"Anesthesia - misc","0160","ANESTHESIA","ANESTHESIA","01991","ANES DX/THER NRV BLK/NJX OTH/THN PRONE POS"
"Anesthesia - misc","0160","ANESTHESIA","ANESTHESIA","01992","ANES DX/THER NERVE BLOCK/INJECTION PRONE POS"
"Anesthesia - misc","0160","ANESTHESIA","ANESTHESIA","01995","REGIONAL IV ADMN LOCAL ANES AGT/OTH MED UPR/LXTR"
"Anesthesia - misc","0160","ANESTHESIA","ANESTHESIA","01996","DAILY HOSP MGMT EDRL/SARACH CONT DRUG ADMN"
"Anesthesia - misc","0160","ANESTHESIA","ANESTHESIA","01999","UNLISTED ANESTHESIA PROCEDURE"
"Anesthesia - neck","0165","ANESTHESIA","ANESTHESIA","00300","ANES INTEG MUSC & NRV HEAD NECK&POSTERIOR TRUNK"
"Anesthesia - neck","0165","ANESTHESIA","ANESTHESIA","00320","ANES ESOPH THYRD LARYNX TRACH & LYMPH NECK 1YR"
"Anesthesia - neck","0165","ANESTHESIA","ANESTHESIA","00322","ANES ESOPH THYRD LARX TRACH & LYMPH NCK BX THYRD"
"Anesthesia - neck","0165","ANESTHESIA","ANESTHESIA","00326","ANESTHESIA LARYNX & TRACHEA CHILDREN <1 YEAR"
"Anesthesia - neck","0165","ANESTHESIA","ANESTHESIA","00350","ANESTHESIA MAJOR VESSELS NECK NOS"
"Anesthesia - neck","0165","ANESTHESIA","ANESTHESIA","00352","ANESTHESIA MAJOR VESSELS NECK SIMPLE LIGATION"
"Anesthesia - obstetric","0170","ANESTHESIA","ANESTHESIA","01965","ANESTHESIA INCOMPLETE/MISSED ABORTION"
"Anesthesia - obstetric","0170","ANESTHESIA","ANESTHESIA","01966","ANESTHESIA INDUCED ABORTION"
"Anesthesia - pelvis","0175","ANESTHESIA","ANESTHESIA","01120","ANESTHESIA ON BONY PELVIS"
"Anesthesia - pelvis","0175","ANESTHESIA","ANESTHESIA","01130","ANESTHESIA BODY CAST APPLICATION OR REVISION"
"Anesthesia - pelvis","0175","ANESTHESIA","ANESTHESIA","01140","ANESTHESIA INTERPELVI ABDOMINAL AMPUTATION"
"Anesthesia - pelvis","0175","ANESTHESIA","ANESTHESIA","01150","ANES RADICAL TUMOR PELVIS XCP HINDQUARTER AMP"
"Anesthesia - pelvis","0175","ANESTHESIA","ANESTHESIA","01160","ANES CLOSED SYMPHYSIS PUBIS/SACROILIAC JOINT"
"Anesthesia - pelvis","0175","ANESTHESIA","ANESTHESIA","01170","ANES OPEN SYMPHYSIS PUBIS/SACROILIAC JOINT"
"Anesthesia - pelvis","0175","ANESTHESIA","ANESTHESIA","01173","ANES OPN RPR DISRPJ PELVIS/COLUMN FX ACETABULUM"
"Anesthesia - pelvis","0175","ANESTHESIA","ANESTHESIA","01180","ANESTHESIA OBTURATOR NEURECTOMY EXTRAPELVIC"
"Anesthesia - pelvis","0175","ANESTHESIA","ANESTHESIA","01190","ANESTHESIA OBTURATOR NEURECTOMY INTRAPELVIC"
"Anesthesia - perineum","0180","ANESTHESIA","ANESTHESIA","00902","ANESTHESIA ANORECTAL PROCEDURE"
"Anesthesia - perineum","0180","ANESTHESIA","ANESTHESIA","00904","ANESTHESIA RADICAL PERINEAL PROCEDURE"
"Anesthesia - perineum","0180","ANESTHESIA","ANESTHESIA","00906","ANESTHESIA VULVECTOMY"
"Anesthesia - perineum","0180","ANESTHESIA","ANESTHESIA","00908","ANESTHESIA PERINEAL PROSTATECTOMY"
"Anesthesia - perineum","0180","ANESTHESIA","ANESTHESIA","00910","ANES TRANSURETHRAL W/URETHROCYSTOSCOPY NOS"
"Anesthesia - perineum","0180","ANESTHESIA","ANESTHESIA","00912","ANES TRANSURETHRAL RESECTION OF BLADDER TUMOR"
"Anesthesia - perineum","0180","ANESTHESIA","ANESTHESIA","00914","ANESTHESIA TRANSURETHRAL RESECTION OF PROSTATE"
"Anesthesia - perineum","0180","ANESTHESIA","ANESTHESIA","00916","ANES TRURL POST-TRURL RESECTION BLEEDING"
"Anesthesia - perineum","0180","ANESTHESIA","ANESTHESIA","00918","ANES TRURL FRAGMNTJ MANJ&/RMVL URETERAL CALCULUS"
"Anesthesia - perineum","0180","ANESTHESIA","ANESTHESIA","00920","ANESTHESIA MALE GENITALIA INCL OPEN URETHRAL PX"
"Anesthesia - perineum","0180","ANESTHESIA","ANESTHESIA","00921","ANES VASECTOMY UNI/BI INCL OPEN URETHRAL PX"
"Anesthesia - perineum","0180","ANESTHESIA","ANESTHESIA","00922","ANES SEMINAL VESICLES INCL OPEN URETHRAL PX"
"Anesthesia - perineum","0180","ANESTHESIA","ANESTHESIA","00924","ANES UNDSCND TESTIS UNI/BI INCL OPEN URTL PX"
"Anesthesia - perineum","0180","ANESTHESIA","ANESTHESIA","00926","ANES RAD ORCHIECTOMY INGUN INCL OPEN URTL PX"
"Anesthesia - perineum","0180","ANESTHESIA","ANESTHESIA","00928","ANES RAD ORCHIECTOMY ABDOMINAL INCL OPN URTL"
"Anesthesia - perineum","0180","ANESTHESIA","ANESTHESIA","00930","ANES ORCHIOPEXY UNI/BI INCL OPEN URETHRAL PX"
"Anesthesia - perineum","0180","ANESTHESIA","ANESTHESIA","00932","ANES COMPLETE AMPUTATION PENIS INCL OPEN URTL"
"Anesthesia - perineum","0180","ANESTHESIA","ANESTHESIA","00934","ANES RAD AMP PENIS W/BI INGUINAL LYMPH NODE RMVL"
"Anesthesia - perineum","0180","ANESTHESIA","ANESTHESIA","00936","ANES RAD AMP PENIS W/BI INGUNL&ILIAC LYMPH RMOVL"
"Anesthesia - perineum","0180","ANESTHESIA","ANESTHESIA","00938","ANES INSJ PENILE PROSTH PRNL INCL OPEN URTL"
"Anesthesia - perineum","0180","ANESTHESIA","ANESTHESIA","00940","ANESTHESIA VAGINAL PROCEDURE W/BIOPSY NOS"
"Anesthesia - perineum","0180","ANESTHESIA","ANESTHESIA","00942","ANES COLPTMY VAGNC COLPRPHY INCL BX W/OPN URTL"
"Anesthesia - perineum","0180","ANESTHESIA","ANESTHESIA","00944","ANESTHESIA VAGINAL HYSTERECTOMY INCL BIOPSY"
"Anesthesia - perineum","0180","ANESTHESIA","ANESTHESIA","00948","ANESTHESIA CERVICAL CERCLAGE INCLUDING BIOPSY"
"Anesthesia - perineum","0180","ANESTHESIA","ANESTHESIA","00950","ANESTHESIA CULDOSCOPY INCLUDING BIOPSY"
"Anesthesia - perineum","0180","ANESTHESIA","ANESTHESIA","00952","ANES HYSTEROSCOPY&/HYSTEROSALPINGOGRAPHY W/BX"
"Anesthesia - perineum","0180","ANESTHESIA","ANESTHESIA","01960","ANESTHESIA VAGINAL DELIVERY ONLY"
"Anesthesia - perineum","0180","ANESTHESIA","ANESTHESIA","01967","NEURAXIAL LABOR ANALG/ANES PLND VAGINAL DELIVERY"
"Anesthesia - radiol procs","0185","ANESTHESIA","ANESTHESIA","01905","ANES MYELOGRAPY DISKOGRAPY VRTPLS"
"Anesthesia - radiol procs","0185","ANESTHESIA","ANESTHESIA","01916","ANESTHESIA DIAGNOSTIC ARTERIOGRAPHY/VENOGRAPH"
"Anesthesia - radiol procs","0185","ANESTHESIA","ANESTHESIA","01920","ANES C-CATHJ W/C ANGIOGRAPHY & VENTRICULOGRAPHY"
"Anesthesia - radiol procs","0185","ANESTHESIA","ANESTHESIA","01922","ANES NON-INVASIVE IMAGING/RADIATION THERAPY"
"Anesthesia - radiol procs","0185","ANESTHESIA","ANESTHESIA","01924","ANESTHESIA THER IVNTL RADIOLOGICAL ARTERIAL"
"Anesthesia - radiol procs","0185","ANESTHESIA","ANESTHESIA","01925","ANESTHESIA CAROTID/CORONARY THER IVNTL RAD"
"Anesthesia - radiol procs","0185","ANESTHESIA","ANESTHESIA","01926","ANES ICRA ICAR/AORTIC THER IVNTL RAD ARTL"
"Anesthesia - radiol procs","0185","ANESTHESIA","ANESTHESIA","01930","ANES VENOUS/LYMPHATIC NOS THER IVNTL RAD NOS"
"Anesthesia - radiol procs","0185","ANESTHESIA","ANESTHESIA","01931","ANESTHESIA INTRAHEPATIC/PORTAL THER IVNTL RAD"
"Anesthesia - radiol procs","0185","ANESTHESIA","ANESTHESIA","01932","ANESTHESIA INTRATHORACIC/JUGULAR THER IVNTL RAD"
"Anesthesia - radiol procs","0185","ANESTHESIA","ANESTHESIA","01933","ANES INTRACRANIAL THER IVNTL RAD VENS/LYMPHTC"
"Anesthesia - radiol procs","0185","ANESTHESIA","ANESTHESIA","01935","ANESTHESIA PERQ IMAGE GUIDED SPINE DIAGNOSTIC"
"Anesthesia - radiol procs","0185","ANESTHESIA","ANESTHESIA","01936","ANESTHESIA PERQ IMAGE GUIDED SPINE THERAPEUTIC"
"Anesthesia - shoulder","0190","ANESTHESIA","ANESTHESIA","01610","ANES NRV MUSC TNDN FSCIA BURSA SHOULDER & AXILLA"
"Anesthesia - shoulder","0190","ANESTHESIA","ANESTHESIA","01620","ANES CLOSED HUMRL H/N STRNCLAV JOINT& SHO JOINT"
"Anesthesia - shoulder","0190","ANESTHESIA","ANESTHESIA","01622","ANES DIAG ARTHROSCOPIC SHOULDER JOINT PROC NOS"
"Anesthesia - shoulder","0190","ANESTHESIA","ANESTHESIA","01630","ANES ARTHRS HUMERAL H/N STRNCLAV & SHOULDER NOS"
"Anesthesia - shoulder","0190","ANESTHESIA","ANESTHESIA","01632","ANES ARTHRS HUMRL H/N STRNCLAV&SHO JOINT RAD"
"Anesthesia - shoulder","0190","ANESTHESIA","ANESTHESIA","01634","ANESTHESIA ARTHROSCOPIC SHOULDER DISARTICULATION"
"Anesthesia - shoulder","0190","ANESTHESIA","ANESTHESIA","01636","ANES ARTHRS INTERTHORACOSCAPULAR AMPUTATION"
"Anesthesia - shoulder","0190","ANESTHESIA","ANESTHESIA","01638","ANES ARTHROSCOPIC TOTAL SHOULDER REPLACEMENT"
"Anesthesia - shoulder","0190","ANESTHESIA","ANESTHESIA","01650","ANESTHESIA ARTERIES SHOULDER & AXILLA NOS"
"Anesthesia - shoulder","0190","ANESTHESIA","ANESTHESIA","01652","ANESTHESIA AXILLARY-BRACHIAL ANEURYSM"
"Anesthesia - shoulder","0190","ANESTHESIA","ANESTHESIA","01654","ANES ARTERIES SHOULDER & AXILLA BYPASS GRAFT"
"Anesthesia - shoulder","0190","ANESTHESIA","ANESTHESIA","01656","ANESTHESIA AXILLARY-FEMORAL BYPASS GRAFT"
"Anesthesia - shoulder","0190","ANESTHESIA","ANESTHESIA","01670","ANESTHESIA VEINS SHOULDER & AXILLA"
"Anesthesia - shoulder","0190","ANESTHESIA","ANESTHESIA","01680","ANES SHOULDER CAST APPL REMOVAL/REPAIR NOS"
"Anesthesia - shoulder","0190","ANESTHESIA","ANESTHESIA","01682","ANES SHOULDER SPICA APPLICATION REMOVAL/REPAIR"
"Anesthesia - spine","0195","ANESTHESIA","ANESTHESIA","00600","ANESTHESIA CERVICAL SPINE & CORD NOS"
"Anesthesia - spine","0195","ANESTHESIA","ANESTHESIA","00604","ANES CERVICAL SPINE & CORD W/PATIENT SITTING"
"Anesthesia - spine","0195","ANESTHESIA","ANESTHESIA","00620","ANESTHESIA THORACIC SPINE & CORD NOS"
"Anesthesia - spine","0195","ANESTHESIA","ANESTHESIA","00622","ANES THORACIC SPINE & CORD THORACOLUMBAR SYMPTH"
"Anesthesia - spine","0195","ANESTHESIA","ANESTHESIA","00625","ANES THRC SPINE & CORD ANT APPR W/O 1 LUNG VENTJ"
"Anesthesia - spine","0195","ANESTHESIA","ANESTHESIA","00626","ANES THORACIC SPINE & CORD ANT APPR W/1 LNG VENT"
"Anesthesia - spine","0195","ANESTHESIA","ANESTHESIA","00630","ANESTHESIA LUMBAR REGION NOS"
"Anesthesia - spine","0195","ANESTHESIA","ANESTHESIA","00632","ANESTHESIA LUMBAR REGION LUMBAR SYMPATHECTOMY"
"Anesthesia - spine","0195","ANESTHESIA","ANESTHESIA","00634","ANESTHESIA LUMBAR CHEMONUCLEOLYSIS"
"Anesthesia - spine","0195","ANESTHESIA","ANESTHESIA","00635","ANES DIAGNOSTIC/THERAPEUTIC LUMBAR PUNCTURE"
"Anesthesia - spine","0195","ANESTHESIA","ANESTHESIA","00640","ANES MANIPULATE SPINE/CLSD CRV THORC/LUMBR SPINE"
"Anesthesia - spine","0195","ANESTHESIA","ANESTHESIA","00670","ANESTHESIA EXTENSIVE SPINE & SPINAL CORD"
"Anesthesia - thorax","0200","ANESTHESIA","ANESTHESIA","00400","ANES INTEG EXTREMITIES ANT TRUNK & PERINEUM NOS"
"Anesthesia - thorax","0200","ANESTHESIA","ANESTHESIA","00402","ANESTHESIA RECONSTRUCTION BREAST"
"Anesthesia - thorax","0200","ANESTHESIA","ANESTHESIA","00404","ANESTHESIA RADICAL/MODIFIED RADICAL BREAST"
"Anesthesia - thorax","0200","ANESTHESIA","ANESTHESIA","00406","ANES RADICAL/MODIFIED RADICAL BREAST W/NODES"
"Anesthesia - thorax","0200","ANESTHESIA","ANESTHESIA","00410","ANES INTEG SYS ELEC CONVERSION ARRHYTHMIAS"
"Anesthesia - thorax","0200","ANESTHESIA","ANESTHESIA","00450","ANESTHESIA CLAVICLE AND SCAPULA NOS"
"Anesthesia - thorax","0200","ANESTHESIA","ANESTHESIA","00452","ANESTHESIA CLAVICLE & SCAPULA RADICAL SURGERY"
"Anesthesia - thorax","0200","ANESTHESIA","ANESTHESIA","00454","ANESTHESIA CLAVICLE & SCAPULA BIOPSY CLAVICLE"
"Anesthesia - thorax","0200","ANESTHESIA","ANESTHESIA","00470","ANESTHESIA PARTIAL RIB RESECTION NOS"
"Anesthesia - thorax","0200","ANESTHESIA","ANESTHESIA","00472","ANESTHESIA PARTIAL RIB RESECTION THORACOPLASTY"
"Anesthesia - thorax","0200","ANESTHESIA","ANESTHESIA","00474","ANESTHESIA PARTIAL RIB RESECTION RADICAL"
"Anesthesia - upper abdomen","0205","ANESTHESIA","ANESTHESIA","00700","ANESTHESIA UPPER ANTERIOR ABDOMINAL WALL NOS"
"Anesthesia - upper abdomen","0205","ANESTHESIA","ANESTHESIA","00702","ANES UPR ANT ABDL WALL PERCUTANEOUS LIVER BX"
"Anesthesia - upper abdomen","0205","ANESTHESIA","ANESTHESIA","00730","ANESTHESIA UPPER POSTERIOR ABDOMINAL WALL"
"Anesthesia - upper abdomen","0205","ANESTHESIA","ANESTHESIA","00740","ANES UPPER GI ENDOSCOPY PROXIMAL TO DUODENUM"
"Anesthesia - upper abdomen","0205","ANESTHESIA","ANESTHESIA","00750","ANESTHESIA HERNIA REPAIR UPPER ABDOMEN NOS"
"Anesthesia - upper abdomen","0205","ANESTHESIA","ANESTHESIA","00752","ANES HRNA RPR UPR ABD LMBR&VENTRAL HERNIA&DEHISC"
"Anesthesia - upper abdomen","0205","ANESTHESIA","ANESTHESIA","00754","ANES HERNIA REPAIR UPPER ABDOMEN OMPHALOCELE"
"Anesthesia - upper abdomen","0205","ANESTHESIA","ANESTHESIA","00756","ANES HRNA REPAIR UPR ABD TABDL RPR DIPHRG HRNA"
"Anesthesia - upper abdomen","0205","ANESTHESIA","ANESTHESIA","00770","ANESTHESIA MAJOR ABDOMINAL BLOOD VESSELS"
"Anesthesia - upper abdomen","0205","ANESTHESIA","ANESTHESIA","00790","ANES INTRAPERITONEAL UPPER ABDOMEN W/LAPS NOS"
"Anesthesia - upper abdomen","0205","ANESTHESIA","ANESTHESIA","00792","ANES LAPS PARTIAL HEPATECTOMY W/MGMT LIVER HEMOR"
"Anesthesia - upper abdomen","0205","ANESTHESIA","ANESTHESIA","00794","ANES LAPAROSCOPIC PARTIAL/TOTAL PANCREATECTOMY"
"Anesthesia - upper abdomen","0205","ANESTHESIA","ANESTHESIA","00796","ANES LAPAROSCOPIC LIVER TRANSPLANT"
"Anesthesia - upper abdomen","0205","ANESTHESIA","ANESTHESIA","00797","ANES IPR UPPER ABDOMEN LAPS GASTRIC RSTCV MO"
"Anesthesia - upper abdomen","0205","ANESTHESIA","ANESTHESIA","00851","ANES IPER LWR ABD W/LAPS TUBAL LIGATION/TRANSECT"
"Anesthesia - upper arm","0210","ANESTHESIA","ANESTHESIA","01710","ANES NRV MUSC TDN FSCA&BRS UPR ARM/ELBOW NOS"
"Anesthesia - upper arm","0210","ANESTHESIA","ANESTHESIA","01712","ANESTHESIA OPEN TENOTOMY ELBOW TO SHOULDER"
"Anesthesia - upper arm","0210","ANESTHESIA","ANESTHESIA","01714","ANESTHESIA TENOPLASTY ELBOW TO SHOULDER"
"Anesthesia - upper arm","0210","ANESTHESIA","ANESTHESIA","01716","ANESTHESIA BICEPS TENODESIS RUPTURE LONG TENDON"
"Anesthesia - upper arm","0210","ANESTHESIA","ANESTHESIA","01730","ANESTHESIA CLOSED PROCEDURES HUMERUS & ELBOW"
"Anesthesia - upper arm","0210","ANESTHESIA","ANESTHESIA","01732","ANESTHESIA ELBOW JOINT DIAGNOSTIC ARTHROSCOPIC"
"Anesthesia - upper arm","0210","ANESTHESIA","ANESTHESIA","01740","ANES OPEN/SURG ARTHROSCOPIC ELBOW PROC NOS"
